,job_title,job_company,job_loction,job_summary,job_ratings
650,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
651,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
652,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
653,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
654,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
655,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
656,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
657,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
658,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
659,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
660,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
661,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
662,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
663,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
664,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
665,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
666,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
667,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
668,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
669,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
670,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
671,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
672,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
673,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
